trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
29,False,"{'a': 0.01, 'e': 0.7099999999999997}",25,15,-26.55726523804767,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
30,False,"{'a': 0.01, 'e': 0.6999999999999997}",30,0,-166.81652757221903,"{0: 19, 1: 1, 2: 7, 3: 0, 4: 3}",0
31,False,"{'a': 0.01, 'e': 0.6899999999999997}",25,0,-119.12231702799698,"{0: 17, 1: 0, 2: 6, 3: 0, 4: 2}",0
32,False,"{'a': 0.01, 'e': 0.6799999999999997}",30,14,-26.714309535811452,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 1}",1
33,False,"{'a': 0.01, 'e': 0.6699999999999997}",25,3,-127.50026516139374,"{0: 14, 1: 2, 2: 2, 3: 2, 4: 2}",1
34,False,"{'a': 0.01, 'e': 0.6599999999999997}",20,0,-11.939490269835176,"{0: 15, 1: 4, 2: 1, 3: 0, 4: 0}",0
35,False,"{'a': 0.01, 'e': 0.6499999999999997}",20,0,-99.09485181734752,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
36,False,"{'a': 0.01, 'e': 0.6399999999999997}",25,0,-20.424386573181657,"{0: 21, 1: 0, 2: 3, 3: 1, 4: 0}",0
37,False,"{'a': 0.01, 'e': 0.6299999999999997}",20,0,-1.8808721532121178,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",1
38,False,"{'a': 0.01, 'e': 0.6199999999999997}",20,5,-49.38639319870844,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 1}",1
39,False,"{'a': 0.01, 'e': 0.6099999999999997}",20,0,-39.203985448099544,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
40,False,"{'a': 0.01, 'e': 0.5999999999999996}",20,0,-96.23677744420442,"{0: 13, 1: 2, 2: 2, 3: 2, 4: 1}",0
41,False,"{'a': 0.01, 'e': 0.5899999999999996}",30,0,-48.08421234479054,"{0: 23, 1: 2, 2: 3, 3: 2, 4: 0}",0
42,False,"{'a': 0.01, 'e': 0.5799999999999996}",20,0,-123.40885897739483,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",0
43,False,"{'a': 0.01, 'e': 0.5699999999999996}",30,0,-103.01070512575954,"{0: 21, 1: 3, 2: 3, 3: 2, 4: 1}",0
44,False,"{'a': 0.01, 'e': 0.5599999999999996}",25,0,-76.235670131024,"{0: 20, 1: 2, 2: 1, 3: 0, 4: 2}",0
45,False,"{'a': 0.01, 'e': 0.5499999999999996}",30,0,-63.715094073959,"{0: 23, 1: 2, 2: 4, 3: 0, 4: 1}",0
46,False,"{'a': 0.01, 'e': 0.5399999999999996}",30,3,-79.91666150768908,"{0: 19, 1: 4, 2: 1, 3: 2, 4: 1}",1
47,False,"{'a': 0.01, 'e': 0.5299999999999996}",25,9,-24.889413014033888,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 1}",1
48,False,"{'a': 0.01, 'e': 0.5199999999999996}",20,0,-93.63765637394627,"{0: 14, 1: 3, 2: 0, 3: 1, 4: 2}",0
49,False,"{'a': 0.01, 'e': 0.5099999999999996}",20,10,-49.62846364667824,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 1}",1
50,False,"{'a': 0.01, 'e': 0.49999999999999956}",20,0,-95.91018423948665,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
51,False,"{'a': 0.01, 'e': 0.48999999999999955}",25,0,-15.990791118339954,"{0: 20, 1: 1, 2: 4, 3: 0, 4: 0}",0
52,False,"{'a': 0.01, 'e': 0.47999999999999954}",25,0,-176.14452106765364,"{0: 16, 1: 1, 2: 3, 3: 2, 4: 3}",0
53,False,"{'a': 0.01, 'e': 0.46999999999999953}",20,15,4.037713854629441,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
54,False,"{'a': 0.01, 'e': 0.4599999999999995}",25,0,-70.86756417427486,"{0: 18, 1: 2, 2: 3, 3: 1, 4: 1}",0
55,False,"{'a': 0.01, 'e': 0.4499999999999995}",25,16,0.41184164837531734,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
56,False,"{'a': 0.01, 'e': 0.4399999999999995}",20,14,8.848613325187985,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
57,False,"{'a': 0.01, 'e': 0.4299999999999995}",25,0,-52.812407395350185,"{0: 21, 1: 1, 2: 1, 3: 1, 4: 1}",0
58,False,"{'a': 0.01, 'e': 0.4199999999999995}",30,0,-70.30095700977743,"{0: 23, 1: 1, 2: 5, 3: 0, 4: 1}",0
59,False,"{'a': 0.01, 'e': 0.4099999999999995}",30,16,12.34433044752539,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
60,False,"{'a': 0.01, 'e': 0.39999999999999947}",25,0,-13.4739447160084,"{0: 20, 1: 2, 2: 3, 3: 0, 4: 0}",0
61,False,"{'a': 0.01, 'e': 0.38999999999999946}",30,0,-23.69169178431408,"{0: 24, 1: 2, 2: 3, 3: 1, 4: 0}",0
62,False,"{'a': 0.01, 'e': 0.37999999999999945}",20,10,-42.415551513751424,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 1}",1
63,False,"{'a': 0.01, 'e': 0.36999999999999944}",20,0,14.55334160960835,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
64,False,"{'a': 0.01, 'e': 0.35999999999999943}",25,0,-46.56430275660146,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
65,False,"{'a': 0.01, 'e': 0.3499999999999994}",25,13,22.36493027311289,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
66,False,"{'a': 0.01, 'e': 0.3399999999999994}",20,0,-30.94082448542376,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
