trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
42,False,"{'a': 0.005, 'e': 0.8146473164114145}",30,3,-90.24847705298424,"{0: 20, 1: 0, 2: 4, 3: 2, 4: 1}",1
43,False,"{'a': 0.005, 'e': 0.8105842459701871}",25,0,-220.63539775356315,"{0: 11, 1: 1, 2: 9, 3: 1, 4: 3}",0
44,False,"{'a': 0.005, 'e': 0.8065414401773269}",25,0,-111.50316912767634,"{0: 16, 1: 2, 2: 4, 3: 2, 4: 1}",0
45,False,"{'a': 0.005, 'e': 0.8025187979624785}",30,0,-54.005205620570464,"{0: 23, 1: 1, 2: 4, 3: 2, 4: 0}",0
46,False,"{'a': 0.005, 'e': 0.7985162187593771}",20,0,-94.08109673102223,"{0: 13, 1: 2, 2: 2, 3: 2, 4: 1}",0
47,False,"{'a': 0.005, 'e': 0.794533602503334}",20,0,-155.70463783497888,"{0: 10, 1: 3, 2: 3, 3: 2, 4: 2}",0
48,False,"{'a': 0.005, 'e': 0.7905708496287356}",25,0,-137.44598766564243,"{0: 17, 1: 1, 2: 3, 3: 2, 4: 2}",0
49,False,"{'a': 0.005, 'e': 0.7866278610665535}",30,8,-132.0403619591189,"{0: 13, 1: 2, 2: 4, 3: 1, 4: 2}",1
50,False,"{'a': 0.005, 'e': 0.7827045382418681}",35,0,-177.52315675877924,"{0: 21, 1: 5, 2: 6, 3: 0, 4: 3}",0
51,False,"{'a': 0.005, 'e': 0.7788007830714049}",20,5,-35.52084036393047,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
52,False,"{'a': 0.005, 'e': 0.774916497961081}",25,0,-82.4184296618337,"{0: 16, 1: 1, 2: 6, 3: 2, 4: 0}",0
53,False,"{'a': 0.005, 'e': 0.7710515858035663}",20,0,-110.80668337927698,"{0: 11, 1: 1, 2: 6, 3: 1, 4: 1}",0
54,False,"{'a': 0.005, 'e': 0.7672059499758557}",20,0,-47.26318237027306,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
55,False,"{'a': 0.005, 'e': 0.7633794943368531}",30,0,-65.47594275796638,"{0: 22, 1: 3, 2: 4, 3: 0, 4: 1}",0
56,False,"{'a': 0.005, 'e': 0.7595721232249685}",25,0,-88.95654995593732,"{0: 16, 1: 2, 2: 6, 3: 0, 4: 1}",0
57,False,"{'a': 0.005, 'e': 0.7557837414557255}",25,0,-91.5643744805764,"{0: 18, 1: 0, 2: 5, 3: 1, 4: 1}",0
58,False,"{'a': 0.005, 'e': 0.7520142543193826}",20,0,-82.9378163841962,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
59,False,"{'a': 0.005, 'e': 0.7482635675785653}",35,0,-124.81468061037901,"{0: 21, 1: 3, 2: 10, 3: 0, 4: 1}",0
60,False,"{'a': 0.005, 'e': 0.7445315874659094}",35,21,-94.627997813446,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 2}",1
61,False,"{'a': 0.005, 'e': 0.7408182206817179}",35,0,-186.12814265067573,"{0: 25, 1: 1, 2: 5, 3: 0, 4: 4}",0
62,False,"{'a': 0.005, 'e': 0.7371233743916278}",25,0,-113.2051961241688,"{0: 14, 1: 7, 2: 2, 3: 0, 4: 2}",0
63,False,"{'a': 0.005, 'e': 0.7334469562242892}",20,0,-76.62292691580348,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 2}",0
64,False,"{'a': 0.005, 'e': 0.7297888742690568}",25,0,-81.71308578326443,"{0: 16, 1: 2, 2: 5, 3: 2, 4: 0}",0
65,False,"{'a': 0.005, 'e': 0.7261490370736909}",20,0,-74.16844550965985,"{0: 12, 1: 1, 2: 5, 3: 2, 4: 0}",0
66,False,"{'a': 0.005, 'e': 0.7225273536420722}",20,0,-95.29874141443663,"{0: 12, 1: 1, 2: 3, 3: 4, 4: 0}",0
67,False,"{'a': 0.005, 'e': 0.7189237334319262}",20,0,-84.73637553970705,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
68,False,"{'a': 0.005, 'e': 0.7153380863525599}",25,0,-96.12488119882408,"{0: 16, 1: 1, 2: 7, 3: 0, 4: 1}",0
69,False,"{'a': 0.005, 'e': 0.7117703227626097}",25,0,14.571433923287081,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
70,False,"{'a': 0.005, 'e': 0.7082203534678}",20,10,-77.60876584740467,"{0: 5, 1: 1, 2: 2, 3: 1, 4: 1}",1
71,False,"{'a': 0.005, 'e': 0.7046880897187134}",20,4,-119.91514768272825,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 3}",1
72,False,"{'a': 0.005, 'e': 0.7011734432085724}",35,0,-5.714486476342642,"{0: 30, 1: 2, 2: 3, 3: 0, 4: 0}",0
73,False,"{'a': 0.005, 'e': 0.697676326071031}",20,0,-79.9082349154905,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 2}",0
74,False,"{'a': 0.005, 'e': 0.6941966508779789}",25,0,-55.69067088458105,"{0: 19, 1: 3, 2: 2, 3: 0, 4: 1}",0
75,False,"{'a': 0.005, 'e': 0.6907343306373547}",25,0,-109.62603379043745,"{0: 15, 1: 4, 2: 3, 3: 2, 4: 1}",0
76,False,"{'a': 0.005, 'e': 0.6872892787909722}",35,0,-134.25018283909344,"{0: 27, 1: 2, 2: 2, 3: 1, 4: 3}",0
77,False,"{'a': 0.005, 'e': 0.6838614092123558}",20,0,-12.222985888359194,"{0: 14, 1: 5, 2: 1, 3: 0, 4: 0}",1
78,False,"{'a': 0.005, 'e': 0.6804506362045877}",30,0,-163.88598941467302,"{0: 20, 1: 2, 2: 4, 3: 1, 4: 3}",0
79,False,"{'a': 0.005, 'e': 0.6770568744981647}",20,14,-6.226846929307912,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
80,False,"{'a': 0.005, 'e': 0.6736800392488677}",20,0,-112.38817952669527,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 2}",0
81,False,"{'a': 0.005, 'e': 0.6703200460356393}",20,0,-113.27998336975479,"{0: 12, 1: 3, 2: 3, 3: 0, 4: 2}",0
